student_id,group,cohort_entry_year,hidden_label
STU000125,2018-06,2018,poor
STU000126,2018-06,2018,normal
STU000127,2018-06,2018,normal
STU000128,2018-06,2018,normal
STU000129,2018-06,2018,normal
STU000130,2018-06,2018,normal
STU000131,2018-06,2018,normal
STU000132,2018-06,2018,normal
STU000133,2018-06,2018,normal
STU000134,2018-06,2018,excellent
STU000135,2018-06,2018,poor
STU000136,2018-06,2018,normal
STU000137,2018-07,2018,normal
STU000138,2018-07,2018,normal
STU000139,2018-07,2018,normal
STU000140,2018-07,2018,normal
STU000141,2018-07,2018,normal
STU000142,2018-07,2018,poor
STU000143,2018-07,2018,normal
STU000144,2018-07,2018,normal
STU000145,2018-07,2018,excellent
STU000146,2018-07,2018,normal
STU000147,2018-07,2018,normal
STU000148,2018-07,2018,normal
STU000149,2018-07,2018,poor
STU000150,2018-07,2018,normal
STU000151,2018-07,2018,normal
STU000152,2018-07,2018,poor
STU000153,2018-07,2018,normal
STU000154,2018-07,2018,normal
STU000155,2018-08,2018,normal
STU000156,2018-08,2018,normal
STU000157,2018-08,2018,normal
STU000158,2018-08,2018,normal
STU000159,2018-08,2018,poor
STU000160,2018-08,2018,normal
STU000161,2018-08,2018,normal
STU000162,2018-08,2018,normal
STU000163,2018-08,2018,normal
STU000164,2018-08,2018,normal
STU000165,2018-08,2018,normal
STU000166,2018-08,2018,normal
STU000167,2018-08,2018,normal
STU000168,2018-08,2018,normal
STU000169,2018-08,2018,normal
STU000170,2018-08,2018,normal
STU000171,2018-08,2018,normal
STU000172,2018-08,2018,poor
STU000173,2018-08,2018,normal
STU000174,2018-08,2018,normal
STU000175,2018-08,2018,normal
STU000176,2018-09,2018,normal
STU000177,2018-09,2018,normal
STU000178,2018-09,2018,excellent
STU000179,2018-09,2018,poor
STU000180,2018-09,2018,normal
STU000181,2018-09,2018,normal
STU000182,2018-09,2018,normal
STU000183,2018-09,2018,normal
STU000184,2018-09,2018,normal
STU000185,2018-09,2018,normal
STU000186,2018-09,2018,normal
STU000187,2018-09,2018,normal
STU000188,2018-09,2018,normal
STU000189,2018-09,2018,normal
STU000190,2018-09,2018,excellent
STU000191,2018-09,2018,normal
STU000192,2018-09,2018,normal
STU000193,2018-09,2018,normal
STU000194,2018-09,2018,normal
STU000195,2018-09,2018,normal
STU000196,2018-10,2018,normal
STU000197,2018-10,2018,normal
STU000198,2018-10,2018,normal
STU000199,2018-10,2018,normal
STU000200,2018-10,2018,normal
STU000201,2018-10,2018,normal
STU000202,2018-10,2018,normal
STU000203,2018-10,2018,normal
STU000204,2018-10,2018,normal
STU000205,2018-10,2018,normal
STU000206,2018-10,2018,normal
STU000207,2018-10,2018,normal
STU000208,2018-10,2018,normal
STU000209,2018-10,2018,normal
STU000210,2018-10,2018,poor
STU000211,2018-10,2018,poor
STU000212,2018-10,2018,normal
STU000213,2018-11,2018,normal
STU000214,2018-11,2018,normal
STU000215,2018-11,2018,normal
STU000216,2018-11,2018,normal
STU000217,2018-11,2018,normal
STU000218,2018-11,2018,normal
STU000219,2018-11,2018,normal
STU000220,2018-11,2018,normal
STU000221,2018-11,2018,normal
STU000222,2018-11,2018,normal
STU000223,2018-11,2018,normal
STU000224,2018-11,2018,normal
STU000225,2018-11,2018,normal
STU000226,2018-11,2018,poor
STU000227,2018-11,2018,normal
STU000228,2018-11,2018,normal
STU000229,2018-11,2018,normal
STU000230,2018-11,2018,poor
STU000231,2018-11,2018,normal
STU000232,2018-12,2018,excellent
STU000233,2018-12,2018,normal
STU000234,2018-12,2018,normal
STU000235,2018-12,2018,normal
STU000236,2018-12,2018,normal
STU000237,2018-12,2018,normal
STU000238,2018-12,2018,normal
STU000239,2018-12,2018,normal
STU000240,2018-12,2018,normal
STU000241,2018-12,2018,normal
STU000242,2018-12,2018,normal
STU000243,2018-12,2018,normal
STU000244,2018-12,2018,poor
STU000245,2018-12,2018,poor
STU000246,2018-12,2018,normal
STU000247,2018-12,2018,poor
STU000248,2018-12,2018,normal
STU000249,2018-12,2018,normal
STU000250,2018-12,2018,normal
STU000251,2018-12,2018,excellent
STU000252,2018-12,2018,excellent
STU000253,2018-12,2018,normal
STU000254,2018-12,2018,normal
STU000255,2018-12,2018,normal
STU000256,2018-12,2018,normal
STU000257,2018-13,2018,normal
STU000258,2018-13,2018,normal
STU000259,2018-13,2018,normal
STU000260,2018-13,2018,excellent
STU000261,2018-13,2018,excellent
STU000262,2018-13,2018,normal
STU000263,2018-13,2018,normal
STU000264,2018-13,2018,normal
STU000265,2018-13,2018,poor
STU000266,2018-13,2018,poor
STU000267,2018-13,2018,normal
STU000268,2018-13,2018,normal
STU000269,2018-13,2018,normal
STU000270,2018-13,2018,normal
STU000271,2018-13,2018,normal
STU000272,2018-13,2018,normal
STU000273,2018-13,2018,poor
STU000274,2018-13,2018,poor
STU000275,2018-13,2018,normal
STU000276,2018-13,2018,normal
STU000277,2018-13,2018,normal
STU000278,2018-14,2018,normal
STU000279,2018-14,2018,normal
STU000280,2018-14,2018,normal
STU000281,2018-14,2018,normal
STU000282,2018-14,2018,normal
STU000283,2018-14,2018,normal
STU000284,2018-14,2018,normal
STU000285,2018-14,2018,excellent
STU000286,2018-14,2018,normal
STU000287,2018-14,2018,normal
STU000288,2018-14,2018,poor
STU000289,2018-14,2018,normal
STU000290,2018-14,2018,poor
STU000291,2018-14,2018,excellent
STU000292,2018-14,2018,normal
STU000293,2018-14,2018,normal
STU000294,2018-14,2018,normal
STU000295,2018-14,2018,normal
STU000296,2018-14,2018,normal
STU000297,2018-15,2018,normal
STU000298,2018-15,2018,poor
STU000299,2018-15,2018,excellent
STU000300,2018-15,2018,normal
STU000301,2018-15,2018,normal
STU000302,2018-15,2018,normal
STU000303,2018-15,2018,normal
STU000304,2018-15,2018,normal
STU000305,2018-15,2018,normal
STU000306,2018-15,2018,normal
STU000307,2018-15,2018,normal
STU000308,2018-15,2018,excellent
STU000309,2018-15,2018,normal
STU000310,2018-15,2018,normal
STU000311,2018-15,2018,normal
STU000312,2018-15,2018,normal
STU000313,2018-15,2018,normal
STU000314,2018-15,2018,normal
STU000315,2018-15,2018,normal
STU000316,2018-15,2018,normal
STU000317,2018-15,2018,poor
STU000318,2018-15,2018,normal
STU000319,2018-15,2018,normal
STU000320,2018-15,2018,normal
STU000321,2018-16,2018,normal
STU000322,2018-16,2018,normal
STU000323,2018-16,2018,normal
STU000324,2018-16,2018,excellent
STU000325,2018-16,2018,normal
STU000326,2018-16,2018,poor
STU000327,2018-16,2018,normal
STU000328,2018-16,2018,excellent
STU000329,2018-16,2018,normal
STU000330,2018-16,2018,normal
STU000331,2018-16,2018,poor
STU000332,2018-16,2018,normal
STU000333,2018-16,2018,normal
STU000334,2018-16,2018,normal
STU000335,2018-16,2018,normal
STU000336,2018-16,2018,poor
STU000337,2018-16,2018,normal
STU000338,2018-17,2018,excellent
STU000339,2018-17,2018,normal
STU000340,2018-17,2018,normal
STU000341,2018-17,2018,poor
STU000342,2018-17,2018,normal
STU000343,2018-17,2018,normal
STU000344,2018-17,2018,normal
STU000345,2018-17,2018,normal
STU000346,2018-17,2018,excellent
STU000347,2018-17,2018,excellent
STU000348,2018-17,2018,normal
STU000349,2018-17,2018,normal
STU000350,2018-17,2018,normal
STU000351,2018-17,2018,normal
STU000352,2018-17,2018,normal
STU000353,2018-17,2018,normal
STU000354,2018-17,2018,normal
STU000355,2018-17,2018,normal
STU000356,2018-17,2018,normal
STU000357,2018-17,2018,poor
STU000358,2018-17,2018,normal
STU000359,2018-17,2018,normal
STU000360,2018-17,2018,normal
STU000361,2018-17,2018,excellent
STU000362,2018-18,2018,normal
STU000363,2018-18,2018,poor
STU000364,2018-18,2018,normal
STU000365,2018-18,2018,normal
STU000366,2018-18,2018,normal
STU000367,2018-18,2018,normal
STU000368,2018-18,2018,normal
STU000369,2018-18,2018,normal
STU000370,2018-18,2018,normal
STU000371,2018-18,2018,poor
STU000372,2018-18,2018,poor
STU000373,2018-18,2018,poor
STU000374,2018-18,2018,poor
STU000375,2018-18,2018,excellent
STU000376,2018-18,2018,normal
STU000377,2018-19,2018,excellent
STU000378,2018-19,2018,normal
STU000379,2018-19,2018,normal
STU000380,2018-19,2018,normal
STU000381,2018-19,2018,normal
STU000382,2018-19,2018,normal
STU000383,2018-19,2018,excellent
STU000384,2018-19,2018,poor
STU000385,2018-19,2018,normal
STU000386,2018-19,2018,poor
STU000387,2018-19,2018,normal
STU000388,2018-19,2018,normal
STU000389,2018-19,2018,normal
STU000390,2018-19,2018,excellent
STU000391,2018-19,2018,normal
STU000392,2018-20,2018,poor
STU000393,2018-20,2018,normal
STU000394,2018-20,2018,excellent
STU000395,2018-20,2018,normal
STU000396,2018-20,2018,normal
STU000397,2018-20,2018,normal
STU000398,2018-20,2018,normal
STU000399,2018-20,2018,normal
STU000400,2018-20,2018,excellent
STU000401,2018-20,2018,normal
STU000402,2018-20,2018,excellent
STU000403,2018-20,2018,poor
STU000404,2018-20,2018,poor
STU000405,2018-20,2018,normal
STU000406,2018-20,2018,normal
STU000407,2018-20,2018,normal
STU000408,2018-20,2018,normal
STU000409,2018-20,2018,normal
STU000410,2018-20,2018,normal
STU000411,2018-20,2018,normal
STU000412,2018-20,2018,normal
STU000413,2018-20,2018,poor
STU000414,2018-20,2018,normal
STU000415,2018-20,2018,normal
STU000416,2018-21,2018,normal
STU000417,2018-21,2018,poor
STU000418,2018-21,2018,normal
STU000419,2018-21,2018,normal
STU000420,2018-21,2018,normal
STU000421,2018-21,2018,normal
STU000422,2018-21,2018,normal
STU000423,2018-21,2018,normal
STU000424,2018-21,2018,normal
STU000425,2018-21,2018,poor
STU000426,2018-21,2018,poor
STU000427,2018-21,2018,poor
STU000428,2018-21,2018,normal
STU000429,2018-21,2018,normal
STU000430,2018-21,2018,normal
STU000431,2018-22,2018,normal
STU000432,2018-22,2018,normal
STU000433,2018-22,2018,normal
STU000434,2018-22,2018,normal
STU000435,2018-22,2018,normal
STU000436,2018-22,2018,poor
STU000437,2018-22,2018,normal
STU000438,2018-22,2018,normal
STU000439,2018-22,2018,normal
STU000440,2018-22,2018,normal
STU000441,2018-22,2018,excellent
STU000442,2018-22,2018,normal
STU000443,2018-22,2018,normal
STU000444,2018-22,2018,normal
STU000445,2018-22,2018,excellent
STU000446,2018-22,2018,excellent
STU000447,2018-22,2018,normal
STU000448,2018-22,2018,normal
STU000449,2018-22,2018,normal
STU000450,2018-23,2018,normal
STU000451,2018-23,2018,normal
STU000452,2018-23,2018,normal
STU000453,2018-23,2018,normal
STU000454,2018-23,2018,normal
STU000455,2018-23,2018,poor
STU000456,2018-23,2018,normal
STU000457,2018-23,2018,normal
STU000458,2018-23,2018,normal
STU000459,2018-23,2018,normal
STU000460,2018-23,2018,normal
STU000461,2018-23,2018,normal
STU000462,2018-23,2018,normal
STU000463,2018-23,2018,normal
STU000464,2018-23,2018,normal
STU000465,2018-23,2018,normal
STU000466,2018-24,2018,normal
STU000467,2018-24,2018,normal
STU000468,2018-24,2018,poor
STU000469,2018-24,2018,normal
STU000470,2018-24,2018,excellent
STU000471,2018-24,2018,poor
STU000472,2018-24,2018,excellent
STU000473,2018-24,2018,normal
STU000474,2018-24,2018,normal
STU000475,2018-24,2018,normal
STU000476,2018-24,2018,normal
STU000477,2018-24,2018,normal
STU000478,2018-24,2018,normal
STU000479,2018-24,2018,normal
STU000480,2018-24,2018,poor
STU000481,2018-24,2018,normal
STU000482,2018-25,2018,poor
STU000483,2018-25,2018,normal
STU000484,2018-25,2018,normal
STU000485,2018-25,2018,normal
STU000486,2018-25,2018,normal
STU000487,2018-25,2018,normal
STU000488,2018-25,2018,poor
STU000489,2018-25,2018,normal
STU000490,2018-25,2018,normal
STU000491,2018-25,2018,normal
STU000492,2018-25,2018,normal
STU000493,2018-25,2018,normal
STU000494,2018-25,2018,normal
STU000495,2018-25,2018,normal
STU000496,2018-25,2018,normal
STU000497,2018-25,2018,normal
STU000498,2018-25,2018,normal
STU000499,2018-25,2018,normal
STU000500,2018-26,2018,normal
STU000501,2018-26,2018,normal
STU000502,2018-26,2018,normal
STU000503,2018-26,2018,poor
STU000504,2018-26,2018,normal
STU000505,2018-26,2018,poor
STU000506,2018-26,2018,normal
STU000507,2018-26,2018,normal
STU000508,2018-26,2018,normal
STU000509,2018-26,2018,normal
STU000510,2018-26,2018,normal
STU000511,2018-26,2018,normal
STU000512,2018-26,2018,poor
STU000513,2018-26,2018,normal
STU000514,2018-26,2018,poor
STU000515,2018-26,2018,normal
STU000516,2018-26,2018,normal
STU000517,2018-27,2018,poor
STU000518,2018-27,2018,excellent
STU000519,2018-27,2018,normal
STU000520,2018-27,2018,normal
STU000521,2018-27,2018,normal
STU000522,2018-27,2018,normal
STU000523,2018-27,2018,normal
STU000524,2018-27,2018,normal
STU000525,2018-27,2018,normal
STU000526,2018-27,2018,excellent
STU000527,2018-27,2018,poor
STU000528,2018-27,2018,excellent
STU000529,2018-27,2018,normal
STU000530,2018-27,2018,normal
STU000531,2018-27,2018,normal
STU000532,2018-27,2018,normal
STU000533,2018-27,2018,normal
STU000534,2018-27,2018,normal
STU000535,2018-27,2018,normal
STU000536,2018-28,2018,normal
STU000537,2018-28,2018,poor
STU000538,2018-28,2018,poor
STU000539,2018-28,2018,normal
STU000540,2018-28,2018,normal
STU000541,2018-28,2018,normal
STU000542,2018-28,2018,normal
STU000543,2018-28,2018,normal
STU000544,2018-28,2018,normal
STU000545,2018-28,2018,normal
STU000546,2018-28,2018,normal
STU000547,2018-28,2018,poor
STU000548,2018-28,2018,excellent
STU000549,2018-28,2018,normal
STU000550,2018-28,2018,normal
STU000551,2018-28,2018,excellent
STU000552,2018-29,2018,normal
STU000553,2018-29,2018,normal
STU000554,2018-29,2018,normal
STU000555,2018-29,2018,normal
STU000556,2018-29,2018,excellent
STU000557,2018-29,2018,normal
STU000558,2018-29,2018,normal
STU000559,2018-29,2018,normal
STU000560,2018-29,2018,normal
STU000561,2018-29,2018,normal
STU000562,2018-29,2018,normal
STU000563,2018-29,2018,poor
STU000564,2018-29,2018,normal
STU000565,2018-29,2018,poor
STU000566,2018-29,2018,poor
STU000567,2018-29,2018,normal
STU000568,2018-29,2018,normal
STU000569,2018-29,2018,normal
STU000570,2018-29,2018,normal
STU000571,2018-29,2018,excellent
STU000572,2018-29,2018,poor
STU000573,2018-30,2018,poor
STU000574,2018-30,2018,excellent
STU000575,2018-30,2018,poor
STU000576,2018-30,2018,normal
STU000577,2018-30,2018,normal
STU000578,2018-30,2018,normal
STU000579,2018-30,2018,poor
STU000580,2018-30,2018,poor
STU000581,2018-30,2018,poor
STU000582,2018-30,2018,normal
STU000583,2018-30,2018,normal
STU000584,2018-30,2018,normal
STU000585,2018-30,2018,normal
STU000586,2018-30,2018,normal
STU000587,2018-30,2018,excellent
STU000588,2018-30,2018,normal
STU000589,2018-30,2018,excellent
STU000590,2018-30,2018,poor
STU000591,2018-30,2018,poor
STU000592,2018-30,2018,normal
STU000593,2018-30,2018,normal
STU000594,2018-30,2018,normal
STU000595,2018-30,2018,normal
STU000596,2018-30,2018,excellent
STU000597,2018-30,2018,normal
STU000598,2018-31,2018,normal
STU000599,2018-31,2018,normal
STU000600,2018-31,2018,normal
STU000601,2018-31,2018,poor
STU000602,2018-31,2018,normal
STU000603,2018-31,2018,normal
STU000604,2018-31,2018,normal
STU000605,2018-31,2018,normal
STU000606,2018-31,2018,normal
STU000607,2018-31,2018,normal
STU000608,2018-31,2018,normal
STU000609,2018-31,2018,normal
STU000610,2018-31,2018,normal
STU000611,2018-31,2018,normal
STU000612,2018-31,2018,normal
STU000613,2018-31,2018,normal
STU000614,2018-31,2018,normal
STU000615,2018-31,2018,normal
STU000616,2018-31,2018,normal
STU000617,2018-32,2018,poor
STU000618,2018-32,2018,normal
STU000619,2018-32,2018,normal
STU000620,2018-32,2018,normal
STU000621,2018-32,2018,normal
STU000622,2018-32,2018,excellent
STU000623,2018-32,2018,poor
STU000624,2018-32,2018,poor
STU000625,2018-32,2018,excellent
STU000626,2018-32,2018,excellent
STU000627,2018-32,2018,normal
STU000628,2018-32,2018,normal
STU000629,2018-32,2018,poor
STU000630,2018-32,2018,excellent
STU000631,2018-32,2018,normal
STU000632,2018-32,2018,poor
STU000633,2018-32,2018,poor
STU000634,2018-32,2018,poor
STU000635,2018-32,2018,normal
STU000636,2018-32,2018,normal
STU000637,2018-33,2018,normal
STU000638,2018-33,2018,normal
STU000639,2018-33,2018,normal
STU000640,2018-33,2018,normal
STU000641,2018-33,2018,normal
STU000642,2018-33,2018,normal
STU000643,2018-33,2018,normal
STU000644,2018-33,2018,normal
STU000645,2018-33,2018,normal
STU000646,2018-33,2018,normal
STU000647,2018-33,2018,poor
STU000648,2018-33,2018,normal
STU000649,2018-33,2018,normal
STU000650,2018-33,2018,poor
STU000651,2018-33,2018,poor
STU000652,2018-33,2018,poor
STU000653,2018-33,2018,normal
STU000654,2018-33,2018,excellent
STU000655,2018-34,2018,normal
STU000656,2018-34,2018,normal
STU000657,2018-34,2018,normal
STU000658,2018-34,2018,normal
STU000659,2018-34,2018,poor
STU000660,2018-34,2018,normal
STU000661,2018-34,2018,normal
STU000662,2018-34,2018,normal
STU000663,2018-34,2018,normal
STU000664,2018-34,2018,excellent
STU000665,2018-34,2018,normal
STU000666,2018-34,2018,poor
STU000667,2018-34,2018,normal
STU000668,2018-34,2018,normal
STU000669,2018-34,2018,normal
STU000670,2018-34,2018,normal
STU000671,2018-34,2018,normal
STU000672,2018-34,2018,normal
STU000673,2018-34,2018,normal
STU000674,2018-34,2018,poor
STU000675,2018-34,2018,normal
STU000676,2018-34,2018,normal
STU000677,2018-34,2018,normal
STU000678,2018-34,2018,normal
STU000679,2018-34,2018,normal
STU000680,2018-35,2018,normal
STU000681,2018-35,2018,excellent
STU000682,2018-35,2018,normal
STU000683,2018-35,2018,normal
STU000684,2018-35,2018,normal
STU000685,2018-35,2018,normal
STU000686,2018-35,2018,normal
STU000687,2018-35,2018,normal
STU000688,2018-35,2018,normal
STU000689,2018-35,2018,poor
STU000690,2018-35,2018,normal
STU000691,2018-35,2018,normal
STU000692,2018-35,2018,normal
STU000693,2018-35,2018,normal
STU000694,2018-35,2018,poor
STU000695,2018-35,2018,normal
STU000696,2018-35,2018,poor
STU000697,2018-35,2018,normal
STU000698,2018-35,2018,normal
STU000699,2018-35,2018,normal
STU000700,2018-35,2018,normal
STU000701,2018-35,2018,normal
STU000702,2018-36,2018,normal
STU000703,2018-36,2018,normal
STU000704,2018-36,2018,normal
STU000705,2018-36,2018,excellent
STU000706,2018-36,2018,normal
STU000707,2018-36,2018,normal
STU000708,2018-36,2018,excellent
STU000709,2018-36,2018,normal
STU000710,2018-36,2018,normal
STU000711,2018-36,2018,excellent
STU000712,2018-36,2018,excellent
STU000713,2018-36,2018,normal
STU000714,2018-36,2018,normal
STU000715,2018-36,2018,normal
STU000716,2018-36,2018,normal
STU000717,2018-36,2018,normal
STU000718,2018-36,2018,normal
STU000719,2018-36,2018,normal
STU000720,2018-37,2018,normal
STU000721,2018-37,2018,normal
STU000722,2018-37,2018,normal
STU000723,2018-37,2018,excellent
STU000724,2018-37,2018,poor
STU000725,2018-37,2018,normal
STU000726,2018-37,2018,normal
STU000727,2018-37,2018,normal
STU000728,2018-37,2018,normal
STU000729,2018-37,2018,poor
STU000730,2018-37,2018,normal
STU000731,2018-37,2018,poor
STU000732,2018-37,2018,normal
STU000733,2018-37,2018,normal
STU000734,2018-37,2018,poor
STU000735,2018-37,2018,normal
STU000736,2018-37,2018,excellent
STU000737,2018-37,2018,normal
STU000738,2018-37,2018,normal
STU000739,2018-37,2018,normal
STU000740,2018-38,2018,poor
STU000741,2018-38,2018,normal
STU000742,2018-38,2018,normal
STU000743,2018-38,2018,normal
STU000744,2018-38,2018,normal
STU000745,2018-38,2018,normal
STU000746,2018-38,2018,poor
STU000747,2018-38,2018,normal
STU000748,2018-38,2018,normal
STU000749,2018-38,2018,poor
STU000750,2018-38,2018,normal
STU000751,2018-38,2018,normal
STU000752,2018-38,2018,normal
STU000753,2018-38,2018,normal
STU000754,2018-38,2018,poor
STU000755,2018-38,2018,poor
STU000756,2018-38,2018,normal
STU000757,2018-38,2018,normal
STU000758,2018-38,2018,poor
STU000759,2018-39,2018,normal
STU000760,2018-39,2018,excellent
STU000761,2018-39,2018,normal
STU000762,2018-39,2018,normal
STU000763,2018-39,2018,normal
STU000764,2018-39,2018,normal
STU000765,2018-39,2018,normal
STU000766,2018-39,2018,normal
STU000767,2018-39,2018,normal
STU000768,2018-39,2018,normal
STU000769,2018-39,2018,excellent
STU000770,2018-39,2018,normal
STU000771,2018-39,2018,normal
STU000772,2018-39,2018,normal
STU000773,2018-39,2018,normal
STU000774,2018-39,2018,normal
STU000775,2018-39,2018,normal
STU000776,2018-39,2018,normal
STU000777,2018-39,2018,normal
STU000778,2018-39,2018,normal
STU000779,2018-40,2018,normal
STU000780,2018-40,2018,normal
STU000781,2018-40,2018,normal
STU000782,2018-40,2018,normal
STU000783,2018-40,2018,excellent
STU000784,2018-40,2018,normal
STU000785,2018-40,2018,normal
STU000786,2018-40,2018,normal
STU000787,2018-40,2018,normal
STU000788,2018-40,2018,excellent
STU000789,2018-40,2018,normal
STU000790,2018-40,2018,normal
STU000791,2018-40,2018,normal
STU000792,2018-40,2018,normal
STU000793,2018-40,2018,normal
STU000794,2018-40,2018,poor
STU000795,2018-40,2018,excellent
STU000796,2018-40,2018,normal
STU000797,2018-40,2018,normal
STU000798,2018-41,2018,normal
STU000799,2018-41,2018,normal
STU000800,2018-41,2018,normal
STU000801,2018-41,2018,normal
STU000802,2018-41,2018,normal
STU000803,2018-41,2018,poor
STU000804,2018-41,2018,normal
STU000805,2018-41,2018,excellent
STU000806,2018-41,2018,normal
STU000807,2018-41,2018,normal
STU000808,2018-41,2018,normal
STU000809,2018-41,2018,normal
STU000810,2018-41,2018,poor
STU000811,2018-41,2018,normal
STU000812,2018-41,2018,normal
STU000813,2018-42,2018,poor
STU000814,2018-42,2018,normal
STU000815,2018-42,2018,normal
STU000816,2018-42,2018,normal
STU000817,2018-42,2018,normal
STU000818,2018-42,2018,normal
STU000819,2018-42,2018,poor
STU000820,2018-42,2018,excellent
STU000821,2018-42,2018,normal
STU000822,2018-42,2018,excellent
STU000823,2018-42,2018,normal
STU000824,2018-42,2018,normal
STU000825,2018-42,2018,normal
STU000826,2018-42,2018,normal
STU000827,2018-42,2018,normal
STU000828,2018-42,2018,normal
STU000829,2018-43,2018,normal
STU000830,2018-43,2018,normal
STU000831,2018-43,2018,normal
STU000832,2018-43,2018,normal
STU000833,2018-43,2018,normal
STU000834,2018-43,2018,normal
STU000835,2018-43,2018,normal
STU000836,2018-43,2018,normal
STU000837,2018-43,2018,normal
STU000838,2018-43,2018,normal
STU000839,2018-43,2018,poor
STU000840,2018-43,2018,normal
STU000841,2018-43,2018,normal
STU000842,2018-43,2018,normal
STU000843,2018-43,2018,normal
STU000844,2018-43,2018,normal
STU000845,2018-44,2018,normal
STU000846,2018-44,2018,normal
STU000847,2018-44,2018,normal
STU000848,2018-44,2018,normal
STU000849,2018-44,2018,normal
STU000850,2018-44,2018,normal
STU000851,2018-44,2018,poor
STU000852,2018-44,2018,normal
STU000853,2018-44,2018,normal
STU000854,2018-44,2018,normal
STU000855,2018-44,2018,normal
STU000856,2018-44,2018,normal
STU000857,2018-44,2018,normal
STU000858,2018-44,2018,excellent
STU000859,2018-44,2018,poor
STU000860,2018-44,2018,normal
STU000861,2018-44,2018,poor
STU000862,2018-44,2018,normal
STU000863,2018-44,2018,normal
STU000864,2018-44,2018,normal
STU000865,2018-44,2018,excellent
STU000866,2018-44,2018,normal
STU000867,2018-44,2018,normal
STU000868,2018-44,2018,normal
